obs,x
2015-08-11,247651
2015-08-12,128752
2015-08-13,119961
2015-08-14,100163
2015-08-15,6043
2015-08-16,171652
2015-08-17,119114
2015-08-18,121186
2015-08-19,113828
2015-08-20,101391
2015-08-21,91544
2015-08-22,8979
2015-08-23,176125
2015-08-24,131749
2015-08-25,129552
2015-08-26,116317
2015-08-27,116554
2015-08-28,99710
2015-08-29,22894
2015-08-30,133853
2015-08-31,122692
2015-09-01,122873
2015-09-02,128268
2015-09-03,115308
2015-09-04,114127
2015-09-05,25627
2015-09-06,257823
2015-09-07,182237
2015-09-08,166774
2015-09-09,160135
2015-09-10,153518
2015-09-11,136809
2015-09-12,15089
2015-09-13,226846
2015-09-14,170178
2015-09-15,155208
2015-09-16,235412
2015-09-17,232680
2015-09-18,181438
2015-09-19,23163
2015-09-20,322525
2015-09-21,205475
2015-09-22,195058
2015-09-23,199520
2015-09-24,166654
2015-09-25,143864
2015-09-26,30203
2015-09-27,257042
2015-09-28,208171
2015-09-29,141035
2015-09-30,134280
2015-10-01,103093
2015-10-02,112245
2015-10-03,0
2015-10-04,1128487
2015-10-05,289946
2015-10-06,135853
2015-10-07,135555
2015-10-08,142852
2015-10-09,136061
2015-10-10,7306
2015-10-11,188196
2015-10-12,153746
2015-10-13,151958
2015-10-14,181757
2015-10-15,178284
2015-10-16,145286
2015-10-17,22998
2015-10-18,225561
2015-10-19,163458
2015-10-20,146737
2015-10-21,153375
2015-10-22,142144
2015-10-23,107151
2015-10-24,20809
2015-10-25,177971
2015-10-26,133345
2015-10-27,131411
2015-10-28,156414
2015-10-29,156268
2015-10-30,135111
2015-10-31,5115
2015-11-01,216930
2015-11-02,157092
2015-11-03,165522
2015-11-04,163990
2015-11-05,146196
2015-11-06,127338
2015-11-07,27657
2015-11-08,221579
2015-11-09,196006
2015-11-10,133321
2015-11-11,180651
2015-11-12,198694
2015-11-13,156474
2015-11-14,28326
2015-11-15,254972
2015-11-16,166946
2015-11-17,165984
2015-11-18,168749
2015-11-19,157240
2015-11-20,141005
2015-11-21,25046
2015-11-22,249010
2015-11-23,185664
2015-11-24,150229
2015-11-25,153861
2015-11-26,145448
2015-11-27,137262
2015-11-28,24637
2015-11-29,267575
2015-11-30,183614
2015-12-01,164446
2015-12-02,164395
2015-12-03,154499
2015-12-04,129632
2015-12-05,26190
2015-12-06,213896
2015-12-07,173127
2015-12-08,297918
2015-12-09,185349
2015-12-10,161014
2015-12-11,151894
2015-12-12,28939
2015-12-13,233032
2015-12-14,193104
2015-12-15,186207
2015-12-16,182804
2015-12-17,170445
2015-12-18,166244
2015-12-19,41577
2015-12-20,244529
2015-12-21,167899
2015-12-22,113763
2015-12-23,28882
2015-12-24,0
2015-12-25,0
2015-12-26,0
2015-12-27,195038
2015-12-28,127012
2015-12-29,106695
2015-12-30,21577
2015-12-31,0
2016-01-01,156759
2016-01-02,3780
2016-01-03,176350
2016-01-04,126984
2016-01-05,102012
2016-01-06,31729
2016-01-07,38588
2016-01-08,0
2016-01-09,4871
2016-01-10,288
2016-01-11,23414
2016-01-12,28424
2016-01-13,91339
2016-01-14,84576
2016-01-15,115979
2016-01-16,26456
2016-01-17,318358
2016-01-18,176144
2016-01-19,95166
2016-01-20,133382
2016-01-21,129039
2016-01-22,114336
2016-01-23,23531
2016-01-24,165618
2016-01-25,114881
2016-01-26,238875
2016-01-27,111247
2016-01-28,92879
2016-01-29,85414
2016-01-30,21992
2016-01-31,152762
2016-02-01,109198
2016-02-02,101869
2016-02-03,103152
2016-02-04,93000
2016-02-05,86192
2016-02-06,19119
2016-02-07,143463
2016-02-08,105818
2016-02-09,107148
2016-02-10,167480
2016-02-11,172113
2016-02-12,138506
2016-02-13,9498
2016-02-14,232885
2016-02-15,144215
2016-02-16,128519
2016-02-17,125411
2016-02-18,113108
2016-02-19,107279
2016-02-20,8612
2016-02-21,214713
2016-02-22,139762
2016-02-23,133428
2016-02-24,131881
2016-02-25,121807
2016-02-26,139578
2016-02-27,29698
2016-02-28,297014
2016-02-29,255423
2016-03-01,154926
2016-03-02,147154
2016-03-03,130802
2016-03-04,119660
2016-03-05,18970
2016-03-06,209206
2016-03-07,275473
2016-03-08,145863
2016-03-09,147829
2016-03-10,160519
2016-03-11,171938
2016-03-12,33060
2016-03-13,388541
2016-03-14,217936
2016-03-15,195588
2016-03-16,191852
2016-03-17,165826
2016-03-18,148309
2016-03-19,35991
2016-03-20,269198
2016-03-21,173841
2016-03-22,152720
2016-03-23,140799
2016-03-24,36504
2016-03-25,190168
2016-03-26,6331
2016-03-27,0
2016-03-28,496282
2016-03-29,200851
2016-03-30,172597
2016-03-31,175603
2016-04-01,154601
2016-04-02,9603
2016-04-03,297930
2016-04-04,236394
2016-04-05,156985
2016-04-06,167199
2016-04-07,147465
2016-04-08,128589
2016-04-09,23599
2016-04-10,244186
2016-04-11,163461
2016-04-12,153296
2016-04-13,156414
2016-04-14,136728
2016-04-15,126452
2016-04-16,26390
2016-04-17,233217
2016-04-18,144719
2016-04-19,151979
2016-04-20,160692
2016-04-21,137840
2016-04-22,408725
2016-04-23,16022
2016-04-24,494154
2016-04-25,226713
2016-04-26,193815
2016-04-27,190528
2016-04-28,167449
2016-04-29,144709
2016-04-30,14892
2016-05-01,226464
2016-05-02,158434
2016-05-03,160264
2016-05-04,44560
2016-05-05,180060
2016-05-06,191629
2016-05-07,18706
2016-05-08,444780
2016-05-09,217105
2016-05-10,291024
2016-05-11,184838
2016-05-12,224503
2016-05-13,198874
2016-05-14,11569
2016-05-15,0
2016-05-16,514462
2016-05-17,208719
2016-05-18,193188
2016-05-19,177613
2016-05-20,136516
2016-05-21,3383
2016-05-22,225729
2016-05-23,188749
2016-05-24,181270
2016-05-25,159302
2016-05-26,171923
2016-05-27,193058
2016-05-28,13142
2016-05-29,343241
2016-05-30,236956
2016-05-31,225318
2016-06-01,198700
2016-06-02,177140
2016-06-03,156345
2016-06-04,10866
2016-06-05,315829
2016-06-06,266588
2016-06-07,161367
2016-06-08,157506
2016-06-09,170665
2016-06-10,187331
2016-06-11,20698
2016-06-12,388967
2016-06-13,194013
2016-06-14,190332
2016-06-15,193077
2016-06-16,186456
2016-06-17,182326
2016-06-18,21900
2016-06-19,342742
2016-06-20,230744
2016-06-21,201790
2016-06-22,200231
2016-06-23,186208
2016-06-24,162235
2016-06-25,14554
2016-06-26,272104
2016-06-27,195677
2016-06-28,159492
2016-06-29,170763
2016-06-30,161682
2016-07-01,147606
2016-07-02,18046
2016-07-03,288924
2016-07-04,200056
2016-07-05,171143
2016-07-06,165724
2016-07-07,144510
2016-07-08,65459
2016-07-09,219
2016-07-10,10652
2016-07-11,204539
2016-07-12,232792
2016-07-13,158681
2016-07-14,137253
2016-07-15,125131
2016-07-16,19084
2016-07-17,218705
2016-07-18,169443
2016-07-19,157387
2016-07-20,150610
2016-07-21,137370
2016-07-22,116316
2016-07-23,15572
2016-07-24,190901
2016-07-25,158285
2016-07-26,150442
2016-07-27,146610
2016-07-28,131735
2016-07-29,112485
2016-07-30,21113
2016-07-31,191389
2016-08-01,146149
2016-08-02,127290
2016-08-03,116921
2016-08-04,106272
2016-08-05,100724
2016-08-06,17209
2016-08-07,161152
2016-08-08,124353
2016-08-09,116607
2016-08-10,114406
2016-08-11,103283
2016-08-12,93253
2016-08-13,23175
2016-08-14,134610
2016-08-15,109183
2016-08-16,100092
2016-08-17,102948
2016-08-18,97986
2016-08-19,93891
2016-08-20,23041
2016-08-21,184755
2016-08-22,127593
2016-08-23,110850
2016-08-24,106516
2016-08-25,101506
2016-08-26,84426
2016-08-27,22886
2016-08-28,145920
2016-08-29,122093
2016-08-30,111649
2016-08-31,115642
2016-09-01,95784
2016-09-02,77744
2016-09-03,75307
2016-09-04,473920
2016-09-05,137137
2016-09-06,188818
2016-09-07,131856
2016-09-08,119378
2016-09-09,97672
2016-09-10,24100
2016-09-11,150269
2016-09-12,120855
2016-09-13,118379
2016-09-14,130450
2016-09-15,121698
2016-09-16,122987
2016-09-17,30055
2016-09-18,279552
2016-09-19,176372
2016-09-20,168703
2016-09-21,165137
2016-09-22,145806
2016-09-23,122470
2016-09-24,9444
2016-09-25,233894
2016-09-26,170650
2016-09-27,122957
2016-09-28,114033
2016-09-29,101049
2016-09-30,78804
2016-10-01,106807
2016-10-02,0
2016-10-03,1211567
2016-10-04,212816
2016-10-05,124064
2016-10-06,125023
2016-10-07,116045
2016-10-08,6
2016-10-09,207590
2016-10-10,147114
2016-10-11,148372
2016-10-12,141730
2016-10-13,136202
2016-10-14,130973
2016-10-15,49626
2016-10-16,199114
2016-10-17,155761
2016-10-18,148672
2016-10-19,151882
2016-10-20,133248
2016-10-21,112606
2016-10-22,46129
2016-10-23,162154
2016-10-24,137310
2016-10-25,141382
2016-10-26,137728
2016-10-27,134361
2016-10-28,111393
2016-10-29,51317
2016-10-30,206816
2016-10-31,131347
2016-11-01,141693
2016-11-02,157127
2016-11-03,146713
2016-11-04,135362
2016-11-05,48839
2016-11-06,231373
2016-11-07,193740
2016-11-08,140498
2016-11-09,140684
2016-11-10,133459
2016-11-11,133232
2016-11-12,51513
2016-11-13,275694
2016-11-14,195432
2016-11-15,182598
2016-11-16,193453
2016-11-17,159574
2016-11-18,139057
2016-11-19,50598
2016-11-20,230394
2016-11-21,181937
2016-11-22,144791
2016-11-23,131537
2016-11-24,129869
2016-11-25,158390
2016-11-26,50854
2016-11-27,205950
2016-11-28,163947
2016-11-29,148404
2016-11-30,153860
2016-12-01,139207
2016-12-02,121221
2016-12-03,42990
2016-12-04,185192
2016-12-05,149455
2016-12-06,318200
2016-12-07,165964
2016-12-08,144221
2016-12-09,132981
2016-12-10,49960
2016-12-11,194727
2016-12-12,178185
2016-12-13,174403
2016-12-14,171128
2016-12-15,157143
2016-12-16,145729
2016-12-17,56532
2016-12-18,217519
2016-12-19,174855
2016-12-20,153787
2016-12-21,134402
2016-12-22,107642
2016-12-23,36985
2016-12-24,0
2016-12-25,0
2016-12-26,155565
2016-12-27,101252
2016-12-28,98500
2016-12-29,87433
2016-12-30,36533
2016-12-31,0
2017-01-01,124647
2017-01-02,105601
2017-01-03,107590
2017-01-04,116553
2017-01-05,103892
2017-01-06,82085
2017-01-07,31432
2017-01-08,180177
2017-01-09,123369
2017-01-10,186473
2017-01-11,113353
2017-01-12,114829
2017-01-13,113778
2017-01-14,39183
2017-01-15,189565
2017-01-16,129219
2017-01-17,122732
2017-01-18,118029
2017-01-19,103624
2017-01-20,89251
2017-01-21,31351
2017-01-22,147672
2017-01-23,108122
2017-01-24,108980
2017-01-25,110763
2017-01-26,116817
2017-01-27,111574
2017-01-28,38058
2017-01-29,189339
2017-01-30,135939
2017-01-31,196704
2017-02-01,116233
2017-02-02,108422
2017-02-03,102320
2017-02-04,35750
2017-02-05,167685
2017-02-06,122674
2017-02-07,114175
2017-02-08,122150
2017-02-09,113699
2017-02-10,122586
2017-02-11,46782
2017-02-12,225294
2017-02-13,132122
2017-02-14,119815
2017-02-15,118894
2017-02-16,114853
2017-02-17,101668
2017-02-18,38574
2017-02-19,172152
2017-02-20,119182
2017-02-21,116632
2017-02-22,120602
2017-02-23,101204
2017-02-24,88761
2017-02-25,34651
2017-02-26,165029
2017-02-27,123221
2017-02-28,130476
2017-03-01,128172
2017-03-02,135824
2017-03-03,161099
2017-03-04,63053
2017-03-05,314372
2017-03-06,192159
2017-03-07,375948
2017-03-08,180440
2017-03-09,160058
2017-03-10,151106
2017-03-11,59966
2017-03-12,296403
2017-03-13,231211
2017-03-14,153579
2017-03-15,152987
2017-03-16,138618
2017-03-17,145724
2017-03-18,58861
2017-03-19,294324
2017-03-20,190411
2017-03-21,174492
2017-03-22,181318
2017-03-23,147894
2017-03-24,132448
2017-03-25,47989
2017-03-26,205259
2017-03-27,167672
2017-03-28,169566
2017-03-29,171275
2017-03-30,182925
2017-03-31,178414
2017-04-01,71664
2017-04-02,374103
2017-04-03,288776
2017-04-04,176950
2017-04-05,175743
2017-04-06,150597
2017-04-07,134550
2017-04-08,48423
2017-04-09,193572
2017-04-10,155756
2017-04-11,161207
2017-04-12,126567
2017-04-13,56146
2017-04-14,125480
2017-04-15,75454
2017-04-16,0
2017-04-17,315969
2017-04-18,135018
2017-04-19,134794
2017-04-20,150101
2017-04-21,142762
2017-04-22,53235
2017-04-23,255735
2017-04-24,172762
2017-04-25,168637
2017-04-26,162604
2017-04-27,144649
2017-04-28,123847
2017-04-29,42381
2017-04-30,0
2017-05-01,325777
2017-05-02,142560
2017-05-03,137684
2017-05-04,157127
2017-05-05,152589
2017-05-06,56142
2017-05-07,271090
2017-05-08,190923
2017-05-09,324562
2017-05-10,172319
2017-05-11,150168
2017-05-12,141596
2017-05-13,46771
2017-05-14,207477
2017-05-15,189786
2017-05-16,192231
2017-05-17,202407
2017-05-18,208490
2017-05-19,192685
2017-05-20,71744
2017-05-21,299850
2017-05-22,235294
2017-05-23,202594
2017-05-24,93430
2017-05-25,216270
2017-05-26,165289
2017-05-27,66283
2017-05-28,303117
2017-05-29,293757
2017-05-30,219451
2017-05-31,202519
2017-06-01,192776
2017-06-02,170143
2017-06-03,73250
2017-06-04,0
2017-06-05,517354
2017-06-06,225540
2017-06-07,190772
2017-06-08,180121
2017-06-09,134724
2017-06-10,50901
2017-06-11,204059
2017-06-12,193705
2017-06-13,178067
2017-06-14,155949
2017-06-15,167917
2017-06-16,157221
2017-06-17,59940
2017-06-18,295448
2017-06-19,228967
2017-06-20,245270
2017-06-21,239855
2017-06-22,191365
2017-06-23,176280
2017-06-24,59078
2017-06-25,245362
2017-06-26,174464
2017-06-27,168983
2017-06-28,173799
2017-06-29,170382
2017-06-30,157927
2017-07-01,57596
2017-07-02,237372
2017-07-03,177500
2017-07-04,150509
2017-07-05,162098
2017-07-06,150331
2017-07-07,128314
2017-07-08,49985
2017-07-09,219955
2017-07-10,203169
2017-07-11,153821
2017-07-12,140999
2017-07-13,132250
2017-07-14,120348
2017-07-15,41008
2017-07-16,174995
2017-07-17,137365
2017-07-18,222285
2017-07-19,139291
2017-07-20,105441
2017-07-21,126895
2017-07-22,41901
2017-07-23,165369
2017-07-24,136984
2017-07-25,126834
2017-07-26,122083
2017-07-27,116481
2017-07-28,99450
2017-07-29,38627
2017-07-30,151610
2017-07-31,144803
2017-08-01,121957
2017-08-02,119833
2017-08-03,113024
2017-08-04,101486
2017-08-05,33722
2017-08-06,172802
2017-08-07,130840
2017-08-08,125886
2017-08-09,121791
2017-08-10,123476
2017-08-11,115086
2017-08-12,40461
2017-08-13,159008
2017-08-14,122210
2017-08-15,108641
2017-08-16,113845
2017-08-17,108615
2017-08-18,100730
2017-08-19,37566
2017-08-20,167742
2017-08-21,139564
2017-08-22,120518
2017-08-23,114245
2017-08-24,103866
2017-08-25,84519
2017-08-26,28572
2017-08-27,156621
2017-08-28,130722
2017-08-29,113957
2017-08-30,116693
2017-08-31,118389
2017-09-01,113648
2017-09-02,44461
2017-09-03,209788
2017-09-04,147205
2017-09-05,205514
2017-09-06,141885
2017-09-07,147174
2017-09-08,136061
2017-09-09,45545
2017-09-10,206607
2017-09-11,158200
2017-09-12,149042
2017-09-13,168101
2017-09-14,162642
2017-09-15,152846
2017-09-16,73816
2017-09-17,379430
2017-09-18,202097
2017-09-19,181288
2017-09-20,177393
2017-09-21,149268
2017-09-22,137940
2017-09-23,45561
2017-09-24,223101
2017-09-25,182172
2017-09-26,133489
2017-09-27,140839
2017-09-28,100786
2017-09-29,76008
2017-09-30,26707
2017-10-01,511913
2017-10-02,220432
2017-10-03,886742
2017-10-04,134283
2017-10-05,108387
2017-10-06,111769
2017-10-07,35165
2017-10-08,144471
2017-10-09,137925
2017-10-10,131167
2017-10-11,132967
2017-10-12,120597
2017-10-13,120165
2017-10-14,46129
2017-10-15,150942
2017-10-16,140868
2017-10-17,139346
2017-10-18,133861
2017-10-19,115214
2017-10-20,111986
2017-10-21,35049
2017-10-22,146390
2017-10-23,129095
2017-10-24,172807
2017-10-25,133616
2017-10-26,116825
2017-10-27,116544
2017-10-28,45850
2017-10-29,201146
2017-10-30,65314
2017-10-31,176494
2017-11-01,160980
2017-11-02,133038
2017-11-03,118259
2017-11-04,43526
2017-11-05,207452
2017-11-06,170676
2017-11-07,129574
2017-11-08,132281
2017-11-09,130778
2017-11-10,147231
2017-11-11,54857
2017-11-12,267051
2017-11-13,170413
2017-11-14,164744
2017-11-15,152873
2017-11-16,148982
2017-11-17,127890
2017-11-18,47372
2017-11-19,223123
2017-11-20,172636
2017-11-21,127741
2017-11-22,126085
2017-11-23,169979
2017-11-24,226453
2017-11-25,64707
2017-11-26,258248
2017-11-27,189952
2017-11-28,137876
2017-11-29,137815
2017-11-30,134061
2017-12-01,112912
2017-12-02,41577
2017-12-03,172293
2017-12-04,138096
2017-12-05,146500
2017-12-06,267933
2017-12-07,148605
2017-12-08,135839
2017-12-09,51320
2017-12-10,214017
2017-12-11,189844
2017-12-12,176320
2017-12-13,168197
2017-12-14,158054
2017-12-15,143546
2017-12-16,50710
2017-12-17,207007
2017-12-18,167598
2017-12-19,156981
2017-12-20,136099
2017-12-21,107610
2017-12-22,69722
2017-12-23,21741
2017-12-24,0
2017-12-25,0
2017-12-26,167784
2017-12-27,99555
2017-12-28,94795
2017-12-29,89374
2017-12-30,27897
2017-12-31,0
2018-01-01,157937
2018-01-02,114076
2018-01-03,123510
2018-01-04,117481
2018-01-05,102534
2018-01-06,30744
2018-01-07,192728
2018-01-08,145035
2018-01-09,106285
2018-01-10,107869
2018-01-11,110527
2018-01-12,115780
2018-01-13,44415
2018-01-14,196571
2018-01-15,134849
2018-01-16,122007
2018-01-17,117563
2018-01-18,105598
2018-01-19,95828
2018-01-20,37025
2018-01-21,165667
2018-01-22,119753
2018-01-23,126642
2018-01-24,124179
2018-01-25,128206
2018-01-26,119175
2018-01-27,48808
2018-01-28,231009
2018-01-29,152005
2018-01-30,131710
2018-01-31,127889
2018-02-01,116751
2018-02-02,112100
2018-02-03,42124
2018-02-04,224224
2018-02-05,128545
2018-02-06,120436
2018-02-07,114208
2018-02-08,108289
2018-02-09,91890
2018-02-10,36215
2018-02-11,159343
2018-02-12,119170
2018-02-13,216151
2018-02-14,113383
2018-02-15,117563
2018-02-16,108202
2018-02-17,45790
2018-02-18,198086
2018-02-19,122157
2018-02-20,130710
2018-02-21,130628
2018-02-22,114254
2018-02-23,101670
2018-02-24,39130
2018-02-25,191232
2018-02-26,140036
2018-02-27,161379
2018-02-28,173278
2018-03-01,162960
2018-03-02,169125
2018-03-03,73104
2018-03-04,330339
2018-03-05,197217
2018-03-06,187933
2018-03-07,171492
2018-03-08,180366
2018-03-09,159720
2018-03-10,58925
2018-03-11,317569
2018-03-12,246414
2018-03-13,150327
2018-03-14,153992
2018-03-15,154656
2018-03-16,160415
2018-03-17,62127
2018-03-18,296333
2018-03-19,182527
2018-03-20,173049
2018-03-21,173725
2018-03-22,155693
2018-03-23,135689
2018-03-24,51510
2018-03-25,214957
2018-03-26,176741
2018-03-27,155108
2018-03-28,139180
2018-03-29,58285
2018-03-30,151827
2018-03-31,40843
2018-04-01,0
2018-04-02,356685
2018-04-03,145144
2018-04-04,140146
2018-04-05,156693
2018-04-06,149366
2018-04-07,52293
2018-04-08,230971
2018-04-09,188060
2018-04-10,344791
2018-04-11,186054
2018-04-12,155497
2018-04-13,141736
2018-04-14,56339
2018-04-15,241554
2018-04-16,179676
2018-04-17,169611
2018-04-18,164208
2018-04-19,193970
2018-04-20,165640
2018-04-21,95970
2018-04-22,428689
2018-04-23,290698
2018-04-24,262363
2018-04-25,277498
2018-04-26,315135
2018-04-27,133253
2018-04-28,55667
2018-04-29,191536
2018-04-30,79694
2018-05-01,248539
2018-05-02,189010
2018-05-03,183256
2018-05-04,183843
2018-05-05,73713
2018-05-06,334776
2018-05-07,225432
2018-05-08,196221
2018-05-09,97121
2018-05-10,242363
2018-05-11,153282
2018-05-12,65587
2018-05-13,261997
2018-05-14,228941
2018-05-15,178134
2018-05-16,166505
2018-05-17,177284
2018-05-18,164242
2018-05-19,60484
2018-05-20,0
2018-05-21,353445
2018-05-22,188155
2018-05-23,180680
2018-05-24,166126
2018-05-25,145571
2018-05-26,66645
2018-05-27,280206
2018-05-28,245744
2018-05-29,170796
2018-05-30,156217
2018-05-31,199334
2018-06-01,177313
2018-06-02,82863
2018-06-03,313761
2018-06-04,213398
2018-06-05,309101
2018-06-06,226997
2018-06-07,185273
2018-06-08,154677
2018-06-09,61341
2018-06-10,268867
2018-06-11,213062
2018-06-12,167496
2018-06-13,178031
2018-06-14,181806
2018-06-15,174893
2018-06-16,76762
2018-06-17,300804
2018-06-18,203105
2018-06-19,191210
2018-06-20,188156
2018-06-21,185342
2018-06-22,151034
2018-06-23,59435
2018-06-24,224197
2018-06-25,167044
2018-06-26,154894
2018-06-27,142880
2018-06-28,164977
2018-06-29,156084
2018-06-30,54461
2018-07-01,263074
2018-07-02,204375
2018-07-03,190699
2018-07-04,178961
2018-07-05,176119
2018-07-06,158709
2018-07-07,55674
2018-07-08,255786
2018-07-09,209233
2018-07-10,152347
2018-07-11,176014
2018-07-12,151594
2018-07-13,163676
2018-07-14,55607
2018-07-15,224509
2018-07-16,176504
2018-07-17,255036
2018-07-18,156165
2018-07-19,153342
2018-07-20,123513
2018-07-21,55610
2018-07-22,225933
2018-07-23,169745
2018-07-24,161705
2018-07-25,155464
2018-07-26,150487
2018-07-27,145531
2018-07-28,56382
2018-07-29,230203
2018-07-30,190938
2018-07-31,193504
2018-08-01,160563
2018-08-02,153547
2018-08-03,140106
2018-08-04,51637
2018-08-05,205675
2018-08-06,170409
2018-08-07,146787
2018-08-08,144914
2018-08-09,151073
2018-08-10,127358
2018-08-11,56379
2018-08-12,188525
2018-08-13,154301
2018-08-14,124643
2018-08-15,121371
2018-08-16,139445
2018-08-17,138009
2018-08-18,54852
2018-08-19,223946
2018-08-20,151307
2018-08-21,130298
2018-08-22,142740
2018-08-23,122457
2018-08-24,57809
2018-08-25,103896
2018-08-26,223258
2018-08-27,161462
2018-08-28,128960
2018-08-29,129289
2018-08-30,134884
2018-08-31,122338
2018-09-01,50247
2018-09-02,221134
2018-09-03,153988
2018-09-04,145752
2018-09-05,142829
2018-09-06,129766
2018-09-07,116020
2018-09-08,43240
2018-09-09,179059
2018-09-10,119186
2018-09-11,271959
2018-09-12,126792
2018-09-13,137053
2018-09-14,137048
2018-09-15,54006
2018-09-16,228316
2018-09-17,158927
2018-09-18,148953
2018-09-19,140533
2018-09-20,124204
2018-09-21,126474
2018-09-22,43701
2018-09-23,221901
2018-09-24,149235
2018-09-25,140968
2018-09-26,131444
2018-09-27,91105
2018-09-28,449653
2018-09-29,137595
2018-09-30,851708
2018-10-01,194047
2018-10-02,58420
2018-10-03,164825
2018-10-04,133070
2018-10-05,123164
2018-10-06,33986
2018-10-07,158594
2018-10-08,119050
2018-10-09,119242
2018-10-10,116058
2018-10-11,116832
2018-10-12,124976
2018-10-13,52906
2018-10-14,220638
2018-10-15,136058
2018-10-16,128766
2018-10-17,118466
2018-10-18,142306
2018-10-19,100944
2018-10-20,38700
2018-10-21,162133
2018-10-22,138587
2018-10-23,154492
2018-10-24,143039
2018-10-25,134391
2018-10-26,123568
2018-10-27,48331
2018-10-28,277042
2018-10-29,204528
2018-10-30,111575
2018-10-31,86439
2018-11-01,114228
